Date,rate_pct
2014-07-22,0.06764719096887806
2014-07-23,0.06757618423014478
2014-07-24,0.0675350606530678
2014-07-25,0.0674939370932437
2014-07-28,0.06745281355005073
2014-07-29,0.06741169002364433
2014-07-30,0.06737056651453521
2014-07-31,0.06732944302201282
2014-08-01,0.06728831954649905
2014-08-04,0.06724719608783847
2014-08-05,0.0672060726461865
2014-08-06,0.06716494922143212
2014-08-07,0.0671238258133533
2014-08-08,0.06708270242219427
2014-08-11,0.06704157904828811
2014-08-12,0.06700045569092428
2014-08-13,0.06695384924120251
2014-08-14,0.06690724281306348
2014-08-15,0.06686063640670703
2014-08-18,0.06678935605355374
2014-08-19,0.06671807575120425
2014-08-20,0.0666714694329773
2014-08-21,0.06662486313644411
2014-08-22,0.06657825686136043
2014-08-25,0.06653165060825916
2014-08-26,0.06648504437687386
2014-08-27,0.0664384381671157
2014-08-28,0.06639183197891807
2014-08-29,0.06634522581276947
2014-09-01,0.0662986196681814
2014-09-02,0.06625201354493182
2014-09-03,0.06620540744377568
2014-09-04,0.06615880136429109
2014-09-05,0.06611219530641144
2014-09-08,0.06606558927026995
2014-09-09,0.06602172478629154
2014-09-10,0.06598060184934695
2014-09-11,0.06593947892912233
2014-09-12,0.06589835602586191
2014-09-16,0.06584900856634324
2014-09-17,0.06579966113116065
2014-09-18,0.06575031372038076
2014-09-19,0.06570096633387035
2014-09-22,0.06567080960684368
2014-09-24,0.0656406528886988
2014-09-25,0.06561049618005743
2014-09-26,0.06558033948020903
2014-09-29,0.0655529243057229
2014-09-30,0.06553373368767268
2014-10-01,0.06550357701100573
2014-10-02,0.06546793731279088
2014-10-03,0.06543229762743241
2014-10-06,0.0653966579547749
2014-10-07,0.06536101829472951
2014-10-08,0.06532537864734067
2014-10-09,0.0652897390127416
2014-10-10,0.06525409939055482
2014-10-14,0.06520749374785417
2014-10-15,0.06516088812664744
2014-10-16,0.06511428252722329
2014-10-17,0.06507590146087594
2014-10-20,0.06503752040956101
2014-10-21,0.06498817336546558
2014-10-22,0.06493882634512893
2014-10-23,0.06488947934910616
2014-10-24,0.06484013237786357
2014-10-27,0.06479078543084604
2014-10-28,0.0647414385081424
2014-10-29,0.06469209160966383
2014-10-30,0.0646427447352993
2014-10-31,0.06459339788580376
2014-11-04,0.06454405106037786
2014-11-05,0.06449470425935466
2014-11-06,0.06444535748224567
2014-11-07,0.0643960107301611
2014-11-10,0.06434666400219058
2014-11-11,0.06430828323262805
